episode,character,line
Northwest Mansion Mystery,Narration,Shot of Grenda pointing at a boy's jacket.
Northwest Mansion Mystery,Grenda,"What's on your shirt?(Smacks boy's nose with finger)Haha, gullible! ...Loser!"
Northwest Mansion Mystery,Mabel & Candy,(Nod grimly to each other)
Northwest Mansion Mystery,Narration,"Cut to Pacifica leading Dipper down a decorated hallway, pursued by the laughing ghost. Overhead shot of a courtyard."
Northwest Mansion Mystery,Pacifica,Hurry! Through the garden! Watch out for peacocks!
Northwest Mansion Mystery,Narration,"Dipper, head in journal, hits a peacock as they go. Dipper and Pacifica muddy their shoes on the garden path as they run."
Northwest Mansion Mystery,Dipper,"Come on, come on–(Flips through journal desperately)I got it! A haunted painting can only be trapped in a silver mirror.(Points ahead of them)Look! There's a silver mirror right there!"
Northwest Mansion Mystery,Narration,"Dipper and Pacifica run towards a pristine white room, where a large, rectangular mirror hangs on the rear wall. Pacifica grabs his arm, stopping him before he can enter."
Northwest Mansion Mystery,Pacifica,Wait! Don't go in there! This room has my parents' favorite carpet pattern! They'll lose it if we track mud in there!
Northwest Mansion Mystery,Dipper,"What? Are you serious?!(Tries to force his way into the room, but Pacifica holds him back)"
Northwest Mansion Mystery,Pacifica,We'll find another way!
Northwest Mansion Mystery,Ghost,(From a distance)Come out!(Laughs)
Northwest Mansion Mystery,Dipper,"Pacifica, we don't have time for this! Let me through!"
Northwest Mansion Mystery,Pacifica,"No, my parents will kill me!"
Northwest Mansion Mystery,Dipper,Why are you so afraid of your parents?!
Northwest Mansion Mystery,Pacifica,You wouldn't understand!
Northwest Mansion Mystery,Narration,"Pacifica tugs on Dipper's journal, tripping them both and causing them to fall through a painting of a skeleton in a crown and robe into a dark, dusty, cobwebbed room. The ghost flies past in the opposite direction."
Northwest Mansion Mystery,Dipper,Ahh... What is this place?
Northwest Mansion Mystery,Pacifica,That's weird. I don't even know where this room is.
Northwest Mansion Mystery,Dipper,Hopefully the ghost doesn't either.
Northwest Mansion Mystery,Pacifica,"Yeah, maybe we're safe.(A sheet behind her seems to come alive, reaching out to swallow her)"
Northwest Mansion Mystery,Dipper,"Pacifica, watch out!"
Northwest Mansion Mystery,Pacifica,Aaaaah!
Northwest Mansion Mystery,Ghost,"YOUR FATE IS SEALED!(Pursues Pacifica, knocking over a box of silver dishes, utensils, and other objects)"
Northwest Mansion Mystery,Dipper,A silver mirror!
Northwest Mansion Mystery,Pacifica,"(Runs, tripping over a loose floorboard)Ow!"
Northwest Mansion Mystery,Ghost,"PREPARE TO DIE, NORTHWEST!(Raises ax and charges Pacifica.)"
Northwest Mansion Mystery,Narration,"Dipper dashes in front of Pacifica, holding the silver mirror. Dipper and Pacifica are knocked out of a first floor window, become entangled in a window drape and fall down a short hill."
Northwest Mansion Mystery,Pacifica,"Did you get him?(They look at the mirror, still held by Dipper.)"
Northwest Mansion Mystery,Ghost,(From inside the mirror:)NO! FREE ME!(Pounds on mirror's interior.)
Northwest Mansion Mystery,Dipper & Pacifica,Haha! Yes!
Northwest Mansion Mystery,Pacifica,"We did it!(Hugs Dipper. Eyes widen when she realizes what she's doing, and then she backs off awkwardly. She clears her throat and holds out a dollar, avoiding eye contact with Dipper)Can Ipayyou to pretend that never happened?"
Northwest Mansion Mystery,Narration,"Cut to Northwest Manor garden, where Preston and Priscilla Northwest are meeting Dipper, while Pacifica and a waiter stand nearby."
Northwest Mansion Mystery,Preston,"Well, Pacifica, you really found the right man for the job.(Snaps fingers, butler shakes Dipper's hand)"
Northwest Mansion Mystery,Priscilla,We can't thank you enough.(Pauses)That's enough.(Butler stops shaking Dipper's hand)
Northwest Mansion Mystery,Dipper,"Hey, just holding up my end of the deal.(Turns to leave)"
Northwest Mansion Mystery,Pacifica,"Wait, leaving already? You're at the world's best party, dummy."
Northwest Mansion Mystery,Dipper,"Heh, I'd love to stay, but I've got a Category 10 ghost to dispose of.(Walks into a garden pillar)Aah! Heh heh... Category 10.(Both laugh as Dipper leaves)"
Northwest Mansion Mystery,Narration,Cut to outer garden as Dipper walks away.
Northwest Mansion Mystery,Dipper,"(To self:)Call me crazy, but, maybe she's not that bad after all."
Northwest Mansion Mystery,Ghost,(Laughs from mirror)
Northwest Mansion Mystery,Dipper,"What are you laughing about, man? I defeated you."
Northwest Mansion Mystery,Ghost,"You've been had, boy. You remind me of me a hundred and fifty years ago."
Northwest Mansion Mystery,Dipper,What do you mean?
Northwest Mansion Mystery,Ghost,"(Flashback montage; Voiceover:)One hundred and fifty years ago this day, the Northwests asked us lumber-folk to build them a mansion atop the hill. We were told t'would be a service to thetown, that once a year they would throw a grand party, and all would share in the bounty. It took years of backbreaking labor and sacrifice, but when it was time for the grand party they promised the common folk of the town, they refused to let us in."
Northwest Mansion Mystery,Flashback Lumberjack,"(As he pounds on mansion gate)YOU PROMISED, NORTHWEST!"
Northwest Mansion Mystery,Ghost,"(Voiceover:)With the trees gone, the mudslides began. While they partied and laughed, I was swept away by the storm!(Offscreen, a swept-up ax embeds itself in the lumberjack's head as he screams)And so I said with final breath, ""One-fifty years I'll return from death, and if the gate's still closed to town, wealthy blood will stain the ground!"" A curse passed down until this day.(Shot ofNorthwest ancestorwriting down the curse and holding it in hand, then transitions to Preston, curse warning in hand, nodding to Pacifica)"
Northwest Mansion Mystery,Dipper,"So, wait a minute—the Northwestsknewthis haunting was coming, and they tricked me into helping them to avoid ghostly justice? ...I'll be right back."
Northwest Mansion Mystery,Narration,Cut to manor interior.
Northwest Mansion Mystery,Preston,"Thank you so much for coming, Mayor. As a sign of our respect, please take this chimp servant. Keep him away from bright lights, he gets... grabby."
Northwest Mansion Mystery,Dipper,"(Offscreen)Northwests!(Mansion main door opens, revealing Dipper pointing at Preston accusingly)You've got some explaining to do!"
Northwest Mansion Mystery,Pacifica,"(Dashes in from another room)Dipper, you came back!"
Northwest Mansion Mystery,Dipper,(Points at Pacifica angrily)You lied to me! All of you did! All you had to do was let the townsfolk into the party and you could've broken the curse! But you made me do your dirty work instead!
Northwest Mansion Mystery,Preston,"(Leans down threateningly; Dipper glares at him, unfazed)Look at who you're talking to, boy. I'm hosting a party for the most powerful people in the world. You think they'd come here if they had to rub elbows withyourkind?"
Northwest Mansion Mystery,Dipper,"(Outraged)""Mykind?""(Looks at Pacifica)I was right about you all along. You're just as bad as your parents. Another link in the world's worst chain!"
Northwest Mansion Mystery,Pacifica,"I'm sorry, they made me! I should've told you, but–(Preston rings the bell. Blushing, Pacifica steps back)"
Northwest Mansion Mystery,Preston,"Enjoy the party! It's the last time you and your kind will ever come.(Dipper glares and marches away, chimp servant offers him a tray)No no! Those aren't for him."
Northwest Mansion Mystery,Narration,"Cut to mansion exterior, where Dipper is about to exorcise the ghost."
Northwest Mansion Mystery,Dipper,"Stupid Northwests, making me do their exorcism for them. ""Exodus demonus, spookus scarus, aintafraidus noghostus–"""
Northwest Mansion Mystery,Ghost,"(From mirror:)Dipper, Dipper! Please let me get my vengeance on the Northwests! You hate them as much as I."
Northwest Mansion Mystery,Dipper,"Hey, I feel you. It's just, my sister's in there, and you seem alittleunstable, man."
Northwest Mansion Mystery,Ghost,"Very well, boy. Then... before you banish my soul, may these tired lumber eyes gaze upon the trees one final time?"
Northwest Mansion Mystery,Dipper,"Uh... I guess.(Holds mirror up to the forest)Go nuts, man."
Northwest Mansion Mystery,Narration,"The ghost cackles madly and the mirror becomes red-hot. Dipper drops it as it burns his hand, and it shatters on the ground, releasing the ghost back to the mansion."
Northwest Mansion Mystery,Dipper,Aah!
Northwest Mansion Mystery,Ghost,Yes! VENGEANCE!
Northwest Mansion Mystery,Dipper,Oh no! Mabel!
Northwest Mansion Mystery,Narration,"Cut to manor interior, main ballroom."
Northwest Mansion Mystery,Mabel,"(To Marius:)Hi! I'm Mabel. So, Australia, huh? Do you guys eat kangaroo meat over there, or... are they... strictly pets?"
Northwest Mansion Mystery,Marius,I am from Austria.
Northwest Mansion Mystery,Mabel,(Laughs nervously; taps Candy's shoulder)Tag! Tag!
Northwest Mansion Mystery,Candy,I am Candy! I love the tiny hats you wear on your shoulders.
Northwest Mansion Mystery,Mabel,"Hi! If you were a boat, do you know what kind you'd be? A dream boat. That's what kind."
Northwest Mansion Mystery,Candy,(Elbows Mabel)You are tagged out!
Northwest Mansion Mystery,Mabel,I tag back in!
Northwest Mansion Mystery,Candy,You can't do that!
Northwest Mansion Mystery,Mabel,I can tag myself! It's allowed!
Northwest Mansion Mystery,Candy,"No, no!(Unintelligible arguing)"
Northwest Mansion Mystery,Narration,Marius nervously walks away as the two girls continue to argue.
Northwest Mansion Mystery,Grenda,AHEM! What exactly was all that? You were flirting with Marius without me!
Northwest Mansion Mystery,Candy,"We are sorry, Grenda, it's just..."
Northwest Mansion Mystery,Mabel,Your flirting style can come off as a bit... intense...
Northwest Mansion Mystery,Grenda,"(Blushing)Oh, I see! You think I shouldn't be myself just because I'm in this stupid mansion! I thought you liked my style!"
Northwest Mansion Mystery,Candy,We do! But these boys might not!
Northwest Mansion Mystery,Grenda,"Oh, then I guess they wouldn't like this, either! Hey, Marius!"
Northwest Mansion Mystery,Marius,Ja?
Northwest Mansion Mystery,Grenda,You've got something... on your shirt!
Northwest Mansion Mystery,Narration,"Marius looks down at his shirt, and Grenda smacks his nose. Marius shouts, Mabel and Candy gasp angrily. All three girls walk away in different directions. Marius glances after Grenda, starry-eyed."
Northwest Mansion Mystery,Narration,"Cut to Preston, ringing a glass."
Northwest Mansion Mystery,Preston,Thank you all for coming! I think we can all say this party was a rousing success.
Northwest Mansion Mystery,Sportsman,"I guess you could say it was a slam dunk, Presto."
Northwest Mansion Mystery,Preston,"(Unenthusiastic:)Yes, yes, I guess, sure.(Happily:)A toast! To our family name–(Glasses shatter, sound of laughter)What?!"
Northwest Mansion Mystery,Ghost,"(Emerges from fireplace)GENERATIONS LOCKED AWAY, MY REVENGE SHALL HAVE ITS DAY!(Glowing beam extends from arm)"
Northwest Mansion Mystery,Mayor,"Ah, the grim reaper! I'd been wondering when you would arri– Aaah!(Beam hits mayor, turns mayor and wheelchair to wood. He falls over)"
Northwest Mansion Mystery,Narration,Guests begin running and screaming in every direction. The ghost fires the beam at everyone he can see. Dead taxidermy animals come alive and advance on the guests.
Northwest Mansion Mystery,Priscilla,"Preston, what are we going to do?"
Northwest Mansion Mystery,Preston,Prepare the panic room.(Punches stuffed squirrel off of his shoulder)
Northwest Mansion Mystery,Narration,"The front doors fly open with a flash of lightning and thunder, revealing Dipper, soaking from the rain, agape in shock at what he sees. One of the guests reaches out towards him."
Northwest Mansion Mystery,Terrified Guest,"Please, help me!(Freezes, wooden)"
Northwest Mansion Mystery,Dipper,"(Jumps back)Whoa, that is messed up!"
Northwest Mansion Mystery,Ghost,(Laughs)JUST ONE WAY TO CHANGE YOUR FATES: A NORTHWEST MUST OPEN THE PARTY GATES!
Northwest Mansion Mystery,Dipper,A Northwest? Pacifica!(sees a flickering light)
Northwest Mansion Mystery,Narration,"Cut to hallway with secret room. Inside, Pacifica is sitting on the floor miserably flickering a flashlight on and off."
Northwest Mansion Mystery,Dipper,"(Running to Pacifica)Pacifica! There you are! The ghost is turning everyone to wood, and he just started rhyming, for some reason?(Tugs Pacifica's hand)I need your help!(Pacifica pulls her hand away)Pacifica?"
Northwest Mansion Mystery,Pacifica,"(Despondent)You wanna know why this room was locked up? This is what I found in here. A painted record of every horrible thing that my family's ever done. Lying, cheating, and then there's me. I lied to you just because I'm too scared to talk back to my stupid parents!(Takes off diamond earrings and throws them at a painting of Preston and Priscilla)You were right about me. Iamjust another link in the world's worst chain."
Northwest Mansion Mystery,Dipper,"(Sighs)Pacifica, I'm sorry about what I said earlier. But just because you're your parents' daughter doesn't mean you have to be like them. It's not too late."
Northwest Mansion Mystery,Ghost,(Offscreen)IT'S TOO LATE!
Northwest Mansion Mystery,Dipper,Oh no!(They run into the main hall)
Northwest Mansion Mystery,Ghost,You are all wood!
Northwest Mansion Mystery,Dipper & Pacifica,(Scream)
Northwest Mansion Mystery,Narration,"Shot of Candy, Mabel, and Grenda as angry, arguing, wooden statues. Dipper looks determined and starts to run towards the ghost."
Northwest Mansion Mystery,Pacifica,"Dipper, wait!"
Northwest Mansion Mystery,Dipper,"(Picks up a silver platter)Alright ghost, prepare to get–(Energy beam knocks the journal out of Dipper's hand, and he drops the platter)ah! No, wait!(Ghost fires a burst that hits Dipper)No no no! No, someone help! SOMEONE HEEEELLLLP...!(Dipper freezes ina familiar form)"
Northwest Mansion Mystery,Narration,Pacifica gasps. A grandfather clock strikes midnight.
Northwest Mansion Mystery,Ghost,"A forest of death, a lesson learned. And now the Northwest Manor will BURN!(Laughs as the manor sets fire, starting with a portrait of Preston, Priscilla, and a young Pacifica)"
Northwest Mansion Mystery,Pacifica,"Hey, ugly! Over here! You want me to let in the townsfolk? 'Cause I'll do it! Just change everyone back!"
Northwest Mansion Mystery,Ghost,YOU WISH TO PROVE YOURSELF? PULL THAT LEVER AND OPEN THE GRAND GATE TO THE TOWN! FULFILL YOUR ANCESTORS' PROMISE!
Northwest Mansion Mystery,Preston,"(Coming out of an underground hatch with Priscilla Northwest and a butler)Pacifica Elise Northwest, stop this instant! We can't let the town see us like this! We have a reputation to uphold! Now come into the panic room. There's enough mini-sandwiches and oxygen to last you, me, and a butler a full week.(Whispers:)We'll eat the butler!"
Northwest Mansion Mystery,Narration,"Pacifica looks at Dipper's wooden statue, and reaches for the lever."
Northwest Mansion Mystery,Preston,You dare disobey us?!
Northwest Mansion Mystery,Narration,"(Preston rings his bell; Pacifica nervously reaches for the lever as he continues to ring it, straining and groaning as she tries to resist before finally fixing her face angrily and determinedly. Preston still keeps ringing the bell.)"
Northwest Mansion Mystery,Preston,Dingally dingally! Is this bell broken?!
Northwest Mansion Mystery,Pacifica,(Stomps foot.)Our family name is broken! And I'm gonna fix it!(Pulls the lever.)
Northwest Mansion Mystery,Ghost,(Gasps.)
Northwest Mansion Mystery,Narration,"Outside, the main gate swings open, admitting the surprised citizens of Gravity Falls."
Northwest Mansion Mystery,Tyler,Git it! Git it!
Northwest Mansion Mystery,Narration,Everybody cheers as they make their way to the manor.
Northwest Mansion Mystery,Ghost,"YES, YES, IT'S HAPPENING! MY HEART, ONCE AS HARD AS OAK, now grows soft like more of a... birch, or something."
Northwest Mansion Mystery,Narration,The guests and manor itself fade back from the wooden forms.
Northwest Mansion Mystery,Dipper,(Inhales sharply)
Northwest Mansion Mystery,Ghost,"Pacifica, you are not like the other Northwests. I feel... lumber justice.(Fades to nothing, the ax in his head falling to the floor and sinking into the ground)"
Northwest Mansion Mystery,Narration,"There is a rumbling noise, and the doors of the manor burst open as the people of Gravity Falls enter the party."
Northwest Mansion Mystery,Manly Dan,"Aw, yes! Yeah!(Jumps into cider fountain)"
Northwest Mansion Mystery,Preston,"Good lord, the riffraff! They're everywhere!(Tyler giggles, picking up a fork and placing it down again)That's not how the fork should be placed!"
Northwest Mansion Mystery,Mabel,"Oh, man, what happened?"
Northwest Mansion Mystery,Grenda,Ahem!
Northwest Mansion Mystery,Candy,Grenda! We are so sorry.
Northwest Mansion Mystery,Mabel,We shouldn't have left you behind.
Northwest Mansion Mystery,Grenda,"It's okay. Maybe I do need to work on my flirting. Come on, let's go dunk our heads in some cheese and chocolate. Friends?"
Northwest Mansion Mystery,Mabel & Candy,Friends!(Group hug.)
Northwest Mansion Mystery,Marius,"Wait! Don't go! Grenda, was it? I must speak with you. There is something about you, I can't get you out of my head. You're so bold and confident. I know you are probably out of my league, but, might I give you mein phone number?"
Northwest Mansion Mystery,Grenda,I don't have a phone! Write it on myface!
Northwest Mansion Mystery,Mabel,Whoa-ho-ho! Go Grenda!
Northwest Mansion Mystery,Candy,I guess we shouldn't have sold her short. I call bridesmaid!
Northwest Mansion Mystery,Mabel,What? I call co-bridesmaid!
Northwest Mansion Mystery,Dipper,"Man, if your family hates you for this, they're idiots. This is great."
Northwest Mansion Mystery,Pacifica,Enjoy it while it lasts. Next year I'm sure they're just gonna lock everyone out again.
Northwest Mansion Mystery,Dipper,Hey. Guess what we're standing on.
Northwest Mansion Mystery,Narration,"Pacifica gasps, seeing her parents' favorite white carpet pattern. Then she laughs, and she and Dipper have some fun knocking things onto the carpet."
Northwest Mansion Mystery,Pacifica,"Haha. But seriously, I'd better go and find someone to clean this up.(Walks away.)"
Northwest Mansion Mystery,McGucket,Woo! Scobbity-doo! Hornswaggle m' goat knees!
Northwest Mansion Mystery,Dipper,"Whoa-ho-ho, what's up, McGucket? Hey–(McGucket grabs Dipper by the shoulders and they dash around a corner to speak in private.)"
Northwest Mansion Mystery,McGucket,"Dipper! I've been lookin' for ya. I fixed thelaptop. I been doin' calculations, and I think something terrible is comin'! The apocalypse! The End Times!"
Northwest Mansion Mystery,Dipper,"(Pinches the bridge of his nose, sighing.)You know what, McGucket? How about we talk about this stuff tomorrow? It's a party. Let's have some fun for once, huh?(Walks off, smiling)"
Northwest Mansion Mystery,McGucket,But–!
Northwest Mansion Mystery,Narration,"McGucket plucks the laptop from his beard and opens it. The screen reads ""IMMINENT THREAT"" with what appears to be a countdown, showing less than twenty-four hours until the portal activates."
Northwest Mansion Mystery,McGucket,"Oh, this is bad! Something's coming! Something big!"
Northwest Mansion Mystery,Narration,"The camera pans to just above McGucket, where a tapestry depicts a triangle eye which looks similar toBill Cipherin the sky above a burning landscape and cowering figures. Below the worshippers are skulls and bones lying on the ground."
Northwest Mansion Mystery,Narration,Cut to credits. In a coat closet within the manor.
Northwest Mansion Mystery,Agent Powers,"(Disguised; in a fake accent:)Quick, in here, my darling!(Pulls disguisedAgent Triggerinto the room after him.)"
Northwest Mansion Mystery,Agent Trigger,(High pitched voice:)A moment alone at last!
Northwest Mansion Mystery,Powers,"You can drop the act, Trigger.(Both remove disguises.)They're seeing activity on the machine. It's go time."
Northwest Mansion Mystery,Trigger,Roger that.(Salutes.)
Northwest Mansion Mystery,Powers,Where's my phone?
Northwest Mansion Mystery,Trigger,I don't have it.
Northwest Mansion Mystery,Powers,"Yes you do, it was in your purse."
Northwest Mansion Mystery,Trigger,"Oh, so I'm just supposed to hold on to everything for you?"
Northwest Mansion Mystery,Powers,I asked you when we were in the car!
Northwest Mansion Mystery,Trigger,Why do we always have to fight at parties?!
Northwest Mansion Mystery,Tambry,(Opens door; pauses)Not even gonna ask.(Shuts door)
Northwest Mansion Mystery,Narration,"Cut to end card, a cryptogram showing a totem-looking wooden carving."
Northwest Mansion Mystery,Narration,End episode.
Not What He Seems,Narration,"Theepisode begins with an establishing shot ofGravity Falls, late at night. A blue pulsing light glows. Then, a shot of thevending machineinsidethe Shack, which is also periodically back-lit by the pulsing blue light. Cut toStan Pinesin theunderground laboratorybeneath the Shack, working on theuniverse portal. Stan pulls a lever, and green fluid pumps into large, glass tanks."
Not What He Seems,Stan,"Come on, come on. Should be just enough to finish the job.(Removes his fez and glove, and without knowing, wipes toxic waste on his forehead, which sizzles and briefly glows green)Whew. Can't be too careful with this stuff."
Not What He Seems,Narration,"Red lights flash and a buzzer goes off. Stan smiles and turns to look at screen. The screen reads ""EVENT INITIALIZED"" and an eighteen hour countdown begins."
Not What He Seems,Stan,"(Reading fromJournal 1:)""Warning,"" blah blah blah, ""Extreme usage could result in minor gravity anomalies."" Can it, Poindexter!(Slams journal shut)I've come this far. I'm not givin' up now!(Pushes a button, and the portal begins to spin)Yes, this is it."
Not What He Seems,Narration,"Stan's fez floats off of his head. Outside the Shack, rocks float off the ground, along withGompersthe goat. A boat lifts out ofthe lake. In thescrapyard, broken-down cars and junk lift off the ground, and insideMcGucket's makeshift shack, a blue light blinks, illuminating the sleeping and floating McGucket and the functioninglaptopwhich now reads ""ACTIVE"" under an image of the portal. Back in the Shack,DipperandMabel, as well asWaddles, float off their beds, but sleep undisturbed. There is a resounding ""thunk"" as everything in town touches back down to the ground."
Not What He Seems,Stan,"It's gonna be a bumpy ride, but it'll all be worth it.(Synchronizes what looks like a large wristwatch with the steadily ticking countdown, still displayed on the monitor)Just eighteen more hours. Finally, everything changes. Today."
Not What He Seems,Narration,A draft blows the journal shut.
Not What He Seems,Narration,"Cut to shortenedtheme song. Cut to Mabel, running down the halls, followed by a tired Dipper."
Not What He Seems,Mabel,(Running down hall)Ahh! It's here it's here it's here!
Not What He Seems,Dipper,(Sighs)
Not What He Seems,Mabel,"(To Dipper:)Okay, so I was just opening random doors - because I'm a creep - when I found something amazing!"
Not What He Seems,Dipper,"(While rubbing his eyes)If it was worth waking up at seven AM for, thatwillbe amazing."
Not What He Seems,Mabel,"Feast your eyes!(Opening door to reveal closet filled with various types of fireworks in a box labeled ""DO NOT TOUCH!"")"
Not What He Seems,Dipper,Whoa!
Not What He Seems,Mabel,(Puts hand on Dipper's shoulder)Bro. Bro. We're both thinking it.
Not What He Seems,Dipper and Mabel,Crazy rooftop fireworks party!
Not What He Seems,Stan,"(Marches up to them)Not so fast, kids! There is no way on earth you're setting off those dangerous, illegal fireworks...(Smiles and bends down to put his arms around their shoulders)...without me."
Not What He Seems,Narration,"Cut to roof. Dipper is grabbing a icy-pop from the cooler. Mabel is standing excitedly next to Stan, who is sitting on the lounge chair with a litsparklerandRoman candle."
Not What He Seems,Stan,"Here you go, sweetie.(Lights Mabel'sskyrocketwith a sparkler)Set something on fire for your Grunkle Stan."
Not What He Seems,Mabel,(Aiming the skyrocket; Screaming:)I AM THE GOD OF DESTRUCTION!(Skyrocket shoots off)
Not What He Seems,Narration,Sheriff BlubsandDeputy Durlandapproach the Mystery Shack as the fireworks go off.
Not What He Seems,Blubs,Hold on a minute. Do you have a permit for those?
Not What He Seems,Dipper,Uh...
Not What He Seems,Stan,"Uh, do you have a permit for being totally lame?(He and the twins laugh)"
Not What He Seems,Mabel,Heyoooo!
Not What He Seems,Blubs,"(Chuckles)Well, I can't argue with that.(Walking away and waving)Carry on."
Not What He Seems,Stan,(Laughs)But seriously though we should probably clean this mess up.
Not What He Seems,Narration,Pans out to a full view of the Mystery Shack; there are many small fires around and on it. The rope holding up the flags snaps.
Not What He Seems,Mabel,With water balloons?
Not What He Seems,Stan,I don't see why not.
Not What He Seems,Narration,"Cut to Stan sitting outside on the couch drinking aPitt Cola, and Dipper running away from Mabel, who is throwing water balloons at him."
Not What He Seems,Dipper,(Laughs as he runs. Throws water balloon which goes about a foot before falling onto the ground)Seriously?
Not What He Seems,Mabel,"(Hits him with a water balloon, knocking him back. Runs by, screaming in a tribal-like fashion)"
Not What He Seems,Stan,Ah. This is what Saturdays are for. Doing dumb things forever.
Not What He Seems,Dipper and Mabel,(As they jump onto the pile of water balloons)DUMB THINGS FOREVER!(Land on the water balloons which all pop into a big burst of water)
Not What He Seems,Stan,"(As a splash of water comes at him:)Whoa, there!(Laughs)"
Not What He Seems,Mabel,(Holding up an icy-pop)To Grunkle Stan! Not just a great uncle...
Not What He Seems,Dipper,The greatest uncle!(He and Mabel throw water balloons at Stan)
Not What He Seems,Stan,"(Laughs)Alright, alright. I tell you it's unnatural for siblings to get along as well as you do."
Not What He Seems,Mabel,(Waves hand dismissively)Ha-ha! Don't worry. We've still got plenty of summer left(Attacking Dipper in a hug)to drive each other crazy!
Not What He Seems,Dipper,"(Pushes Mabel away with a water balloon, which falls on her face)"
Not What He Seems,Stan,"(Laughs nervously and frowns)Yeah, plenty of summer left.(Rubbing the back of his head nervously as Dipper and Mabel approach him)Kids, there's something I, uh, something I should tell you. It's um(Scratches chin)Well it's complicated. I... I'm gonna go refresh my soda.(Walks away. Cut to him walking alone behind the bushes)Enjoy it while you can, Stan. They'll find out sooner or later. Today's the day."
Not What He Seems,Narration,A glowing red dot appears on Stan's fez.
Not What He Seems,Stan,"What is that, a ladybug?(Slaps it)"
Not What He Seems,Narration,More red dots target Stan.
Not What He Seems,Stan,What the--? Oh no!
Not What He Seems,Narration,A masked agent pins Stan down.Agent Triggerapproaches.
Not What He Seems,Agent Trigger,(Into walkie-talkie:)Target secure! Take the house!
Not What He Seems,Narration,"Several helicopters fly above the Shack. Cut to a conufused Dipper and Mabel, surrounded by a handful of agents."
Not What He Seems,Mabel,What the--?
Not What He Seems,Dipper,(Gasps)
Not What He Seems,Agent,(Into walkie-talkie:)Kids are secure. Roof team! Go!
Not What He Seems,Narration,"Several agents rappel out of a helicopter. Cut to the Mystery Shack attic, where agents crash in and cock their weapons."
Not What He Seems,Agent 2,Clear!
Not What He Seems,Narration,"Another couple agents rush through the gift shop, wielding a bat. Another crashes through a window, using a rope."
Not What He Seems,Agent 3,Clear!
Not What He Seems,Narration,Yet another agent breaks through Dipper and Mabel's window. Waddles is seen standing in confusion. He squeals when the agent tackles him.
Not What He Seems,Agent 4,Pig secure! We have secured a pig!
Not What He Seems,Narration,The agents wrap yellow police caution-tape around the Shack. Several police cars are parked outside. An agent leads a struggling Stan in handcuffs.
Not What He Seems,Stan,"(Being led to the government vehicle)Ugh! Hey, hands off, you stooge!"
Not What He Seems,Agent,(Plants Stan's face on the trunk of the police car)
Not What He Seems,Stan,Aah! I don't understand! What did I do that warrantsthismuch arresting?
Not What He Seems,Narration,"Dipper, Mabel andAgent Powersand Agent Trigger walk up."
Not What He Seems,Dipper,The government guys? I thought you goteaten by zombies!
Not What He Seems,Trigger,We survived. Barely.
Not What He Seems,Powers,I used Trigger as a human shield. He cried like a baby.(Walks over)
Not What He Seems,Trigger,What? Hey! Not in front of the special-ops guys!
Not What He Seems,Powers,(Holds up digital tablet)This is security footage of a government waste facility.(Pan in on screen where footage of a person in a radiation suit stealing barrels is shown as Powers continues to talk)At o'four hundred hours last night someone robbed three hundred gallons of dangerous waste.
Not What He Seems,Stan,What? You think that's me?
Not What He Seems,Powers,"Don't play dumb with us, Pines."
Not What He Seems,Stan,"But-but I actuallyamdumb!(As he is led away by an agent)Last night, I was restocking the gift shop. I swear!"
Not What He Seems,Mabel,"Wait! Grunkle Stan! You've got the wrong guy! Our Grunkle Stan might shoplift the occasional tangerine, but he's not some evil super villain!"
Not What He Seems,Powers,"(Bending down to get at eye-level with the twins)Listen, kid. We've been watching your family all summer and we've seen some disturbing things. But nothing as dangerous as what your uncle is hiding. Somewhere hidden in this shack is a doomsday device!(To Trigger, handing him the tablet:)Trigger, you take the children. I'll talk to the old man.(To the twins:)Sorry to break it to you kids(Puts on sunglasses)but you don't know your uncle at all.(Walks away)"
Not What He Seems,Narration,Trigger snaps his fingers and points at the children. Two agents approach the twins.
Not What He Seems,Agent 5,"(Bends down and takes Mabel's icy-pop, holding an evidence bag)Icy-pop. Clear."
Not What He Seems,Mabel,(Reaching up toward her icy-pop)Hey!
Not What He Seems,Narration,"The other agent leads the twins away. Once they are gone the first agent who took Mabel's icy-pop looks to his left to see if the coast is clear and then licks the icy-pop. Mabel and Dipper are led into a police car, and the door is shut behind them. Looking out the window they can see Stan in a government vehicle."
Not What He Seems,Stan,"(Looks at them and taps on the window with his cuffed hands)Kids, you gotta believe me! For once I'm actually innocent!(As the car drives off)Kids!"
Not What He Seems,Wendy Corduroy,(Walking towards the Mystery Shack; In a sing-song voice:)Headin' into work. Doo-doo-doo-doo-doooo.
Not What He Seems,Agent 6,"Ground team! Move, move, move!"
Not What He Seems,Agent 7,Break down the door!
Not What He Seems,Narration,Two agents break down door to the Mystery Shack and a helicopter flies over the Shack.
Not What He Seems,Wendy,(Turns around and starts walking away)Or maybe not.
Not What He Seems,Narration,"Cut to theGravity Falls police station, Stan getting his mug shots taken, his prints taken, and then Stan sitting in front of a bulletin board with various pictures attached to strings that all meet up to a picture of him."
Not What He Seems,Powers,"Stanford Pines, you stand accused of theft of government waste, conspiracy, and possession of illegal weapons. How do you plead to these charges?"
Not What He Seems,Stan,"Uh, guilticent! I mean, innoguilty! Um... can I have my phone call?"
Not What He Seems,Narration,"Cut to shot of a fast food restaurant called ""Yumberjacks,"" whereSoosis at the drive-thru."
